"The Diary of Sacco and Vanzetti","A docu-drama about the 1927 Massachusetts trial and execution of two Italian-American immigrant anarchists based on Vanzetti's own letters and speeches. Nicola Sacco and Bartolomeo Vanzetti, two Italian immigrants to America were executed after they were convicted of killing two people during a robbery in South Braintree. Their controversial trial became a political firestorm fueled by anti-immigration and ""Red Scare"" hysteria that gripped post-World War I America. This unique docu-drama, shot on location around Boston where the case took place, tells the events from the point of view of Vanzetti. Written and directed by David Rothauser. 2004. 57 min. ","Ѭ href=""http://oskicat.berkeley.edu/search~S1?/eDVD+6909"">DVD 6909Ж","The Twenties and Thirties","Documentary Works and Primary SourcesЖ","The 1920'sЖ"
"The Flapper Story","Using a lively blend of interviews and archival footage, this documentary takes a look at the flapper, the proclaimed ""New woman"" ideal of America's roaring twenties. Sory / producer/writer/director, Lauren Lazin. 1985. 29 min.  (DVD supplement); ","Ѭ href=""http://oskicat.berkeley.edu/search~S1?/eDVD+X4586"">DVD X4586Ж, Ѭ href=""http://oskicat.berkeley.edu/search~S1?/eVideo%2FC+2973"">Video/C 2973Ж","The Twenties and Thirties","Documentary Works and Primary SourcesЖ","The 1920'sЖ"
"Flappers: The Birth of the 20th-Century Woman","Using vibrant archival film clips and interviews with women who came of age during the Roaring 20s in Britain, this program chronicles the emergence of the modern woman in the aftermath of World War I. Higher education for women, the entry of women into politics and the professions, women's suffrage, new attitudes toward sexuality, and other topics are addressed within the historical context of the early 1900s. Dist.: Ѭ href=""http://www.films.com"">Films Media Group.Ж 1999. 53 min. ; ","Ѭ href=""http://oskicat.berkeley.edu/search~S1?/eDVD+X5870"">DVD X5870Ж, Ѭ href=""http://oskicat.berkeley.edu/search~S1?/eVideo%2FC+8712"">Video/C 8712Ж","The Twenties and Thirties","Documentary Works and Primary SourcesЖ","The 1920'sЖ"
"Focus on the Last Hundred Years: The Twenties","Uses archival photographs, sound recordings, and film footage to explore world events, sports, life-styles, and scientific achievements of various decades. 58 min. 
","Ѭ href=""http://oskicat.berkeley.edu/search~S1?/eVideo%2FC+1002"">Video/C 1002Ж","The Twenties and Thirties","Documentary Works and Primary SourcesЖ","The 1920'sЖ"
"Golden Twenties","Documentary feature-length compilation of 1920s newsreel footage, with commentary about news, sports, lifestyles, and historical figures.  (DVD supplement)","Ѭ href=""http://oskicat.berkeley.edu/search~S1?/eDVD+X4586"">DVD X4586Ж","The Twenties and Thirties","Documentary Works and Primary SourcesЖ","The 1920'sЖ"
"Heaven and Earth: Lindbergh's Journey. (Century: Events that Shaped the World; 1.)","In the United States, the 1920s were characterized by a powerful tension that pitted the entrenched forces of tradition against the dynamic energy of modernity. This film seeks to understand that conflict through the story of celebrated aviator Charles Lindbergh. Belonging in spirit to a rapidly disappearing small-town America yet a strong believer in progress, Lucky Lindy captured the imagination of the country as he helped to move the world into a new era. 45 min. ","Ѭ href=""http://oskicat.berkeley.edu/search~S1?/eVideo%2FC+6342"">Video/C 6342Ж","The Twenties and Thirties","Documentary Works and Primary SourcesЖ","The 1920'sЖ"
"Les heures chaudes de Montparnasse. Coffret 1","In 1960-61, before the old district of Montparnasse disappeared, Jean-Marie Droit took a camera to the area to collect interviews with the remaining creative literary and artistic figures who originally began migrating to the Montparnasse in Paris in the 1920s. Interviews with Louis Aragon , Blaise Cendrars, Jean Cocteau, Robert Desnos, Marcel Duchamp, Foujita, Joseph Kessel, Amedeo Modigliani, Pascin, Man Ray, Tristan Tzara, Ossip Zadkine. Contents: Ils s'en venaient de l'Oural et du Mississippi -- Petite chronique du Montparnasse pendant la guerre 14-18 -- Enquête sur la vie, l'oeuvre et le destin de Modigliani -- La bande à Man Ray -- La fureur de vivre des années 20 -- Pascin, l'oublié -- La voix des poète. Original French with optional English subtitles. 6 hrs., 35 min. ","Ѭ href=""http://oskicat.berkeley.edu/search~S1?/eDVD+X4898"">DVD X4898Ж","The Twenties and Thirties","Documentary Works and Primary SourcesЖ","The 1920'sЖ"
"Les heures chaudes de Montparnasse. Coffret 2","In 1960-61, before the old district of Montparnasse disappeared, Jean-Marie Droit took a camera to the area to collect interviews with the remaining creative literary and artistic figures who originally began migrating to the Montparnasse in Paris in the 1920s. Interviews with Apollinaire, Brassai, Pierre Brasseur, Jean Cocteau, Sonia Delaunay, Leon-Paul Fargue, Alberto Giacometti, Jean Helion, Joseph Kessel, Andre Masson, Francis Poulenc, Kees Van Dongen. Contents: Des valses 1900 aux canons de la grande guerre (52 min) -- À la recherche de Guillaume Apollinaire (51 min) -- À la recherche de Chaim Soutine (51 min) -- La rue de la Gaîté (51 min) -- Léon-Paul Fargue -- Le Groupe des six (51 min) -- Giacometti, un homme parmi les hommes. Original French with optional English subtitles. 6 hrs., 35 min. ","Ѭ href=""http://oskicat.berkeley.edu/search~S1?/eDVD+X4899"">DVD X4899Ж","The Twenties and Thirties","Documentary Works and Primary SourcesЖ","The 1920'sЖ"
"Jazz. A film by Ken Burns.","â€¢149; The Gift. From 1917 through 1924 the ""Jazz Age"" begins with speakeasies, flappers and easy money for some. The story of jazz becomes a tale of two cities, Chicago and New York and of Louis Armstrong and Duke Ellington, whose lives and music will span three-quarters of a century. This episode also follows the careers of jazz greats James Reese Europe, King Oliver, Willie Smith, Fletcher Henderson, Paul Whiteman and James P. Johnson. Special features: Motion menus, complete performance of Louis Armstrong ""I cover the waterfront."" ","Ѭ href=""http://oskicat.berkeley.edu/search~S1?/eDVD+489"">DVD 489Ж","â€¢149;Our Language. By 1924 to 1928 jazz is everywhere in America and spreading abroad. For the first time, soloists and singers take center stage, transforming the music with their distinctive voices. This episode traces the careers of Louis Armstrong, Duke Ellington, Artie Shaw, Sidney Bechet, Bessie Smith, Earl Hines, Ethel Waters, Bix Beiderbecke, the first great white jazz artist, and Benny Goodman, the son of Jewish immigrants. ","Ѭ href=""http://oskicat.berkeley.edu/search~S1?/eDVD+490"">DVD 490Ж","The Twenties and Thirties","Documentary Works and Primary SourcesЖ","The 1920'sЖ"
"The Jazz Age","Depicts life in America during the 1920's, a prosperous era of excessive pleasure-seeking which has come to be known as the Jazz Age. After World War I to the Great Crash of 1929, America went through a profound and exhilarating change in morals and manners. Much of the footage is drawn from newsreels and period motion pictures and goes beyond the stereotypes of flappers and gangsters to create a portrait of life on Main Street, as well as depicting the frenetic energy of nightclubs, jazz bands and chorus lines. Originally televised in 1956 on NBC's Project 20. Re-broadcast as a segment on America, a look back on PBS beginning January, 2001. 60 min. 
","Ѭ href=""http://oskicat.berkeley.edu/search~S1?/eDVD+7109"">DVD 7109Ж","The Twenties and Thirties","Documentary Works and Primary SourcesЖ","The 1920'sЖ"
"The Jazz Age","Depicts life in America during the 1920's, a prosperous era of excessive pleasure-seeking which has come to be known as the Jazz Age. After World War I to the Great Crash of 1929, America went through a profound and exhilarating change in morals and manners. Much of the footage is drawn from newsreels and period motion pictures and goes beyond the stereotypes of flappers and gangsters to create a portrait of life on Main Street, as well as depicting the frenetic energy of nightclubs, jazz bands and chorus lines. Contents: A nation searches for ""normalcy"" after WWI -- New manners, new morals -- Big business in bootleg hooch -- Spotlight on Chicago gangsters -- Trans-Atlantic cruise boom -- Artists and writers flock to Paris -- All eyes on lucky Lindy -- Jazz age sports heroes -- Americans become fearless stock speculators -- Wall St. lays an egg. 60 min. ","Ѭ href=""http://oskicat.berkeley.edu/search~S1?/eDVD+1676"">DVD 1676Ж","The Twenties and Thirties","Documentary Works and Primary SourcesЖ","The 1920'sЖ"
"March of Time","Selected news stories from The March of Time newsreel series, originally produced by Time magazine. See Ѭ href=""http://www.lib.berkeley.edu/MRC/UShistory.html#march"">US History videography for complete listingЖ","The Twenties and Thirties","Documentary Works and Primary SourcesЖ","The 1920'sЖ"
"New York, A Documentary Film. Episode four, The Power and the People","The final segment in a 5-part series chronicling the history of New York City from 1609 through 1930. Segment 5: Examines the roaring twenties in New York City as it becomes the cultural capital of the world with its hybrid cultural style that mixes high culture and low, black culture and white. This episode concludes with the skyscraper war, the rise & crash of the stock market and the construction of the Empire State Building. Directed by Ric Burns. c1999. 120 min.  
","Ѭ href=""http://oskicat.berkeley.edu/search~S1?/eDVD+3767"">DVD 3767Ж, Ѭ href=""http://oskicat.berkeley.edu/search~S1?/eVideo%2FC+6654"">Video/C 6654Ж","The Twenties and Thirties","Documentary Works and Primary SourcesЖ","The 1920'sЖ"
"On the Trail of Eliot Ness","A biography of the life of Eliot Ness, the American prohibition agent famous for his efforts to enforce prohibition in Chicago, as the leader of a legendary team of law enforcement agents nicknamed The Untouchables because they could not be ""bought off"" by the mob. He declared war on the mob in Chicago and Cleveland and near the end of his life co-authored the book ""The Untouchables."" Features archival film footage with commentary by authors, academics and historians. Supplementary short issued with: The Adventures of young Indiana Jones. 2007. 30 min. ","Ѭ href=""http://oskicat.berkeley.edu/search~S1?/eDVD+X235"">DVD X235Ж","The Twenties and Thirties","Documentary Works and Primary SourcesЖ","The 1920'sЖ"
"Paris: The Crazy Years","In the period between the first and second world wars, prostitution was legal in Paris and brothels flourished. Petty thieves, drug dealers and street walkers packed the all-night bars of Montmartre where cheap sex and cheap booze drew the tourists. The art students' ball took over the streets in a public orgy of alcohol and sex. Bonus content: In-depth interviews with key historians and writers; Audio commentary track by filmakers Ted Remerowski and Marrin Canell. c2006. 45 min. 
","Ѭ href=""http://oskicat.berkeley.edu/search~S1?/eDVD+5391"">DVD 5391Ж","The Twenties and Thirties","Documentary Works and Primary SourcesЖ","The 1920'sЖ"
"People's Century: On the Line, 1924.","When Henry Ford's Model T rolled onto the scene in 1908, it was inconceivable that it would ever be anything more than a plaything for the wealthy. But mass production and later, Ford's moving assembly line, allowed manufacturers to produce goods at affordable prices that made them accessible to a new mass market. This film follows the acceleration of mass production, from the days of master craftsmen to the pressures and benefits of assembly-line work to the growing strength of ""people power"" as labor and management struggled to divide the fruits of increased productivity. 1997. 56 min. ","Ѭ href=""http://oskicat.berkeley.edu/search~S1?/eVideo%2FC+5546"">Video/C 5546Ж","The Twenties and Thirties","Documentary Works and Primary SourcesЖ","The 1920'sЖ"
"Prohibition","Directed by Ken Burns and Lynn Novick. Narrator, Peter Coyote. 2011. ","Ѭ href=""http://oskicat.berkeley.edu/search~S1?/eDVD+X6619"">DVD X6619Ж","â€¢149;A Nation of Drunkards","The 19th century was a period of growth both for alcoholic beverages and the temperance movement. The women's crusade of 1873 was essentially a general strike by women whose protest spread to 911 communities in 37 territories. However no laws had been changed and within a few years, saloons were back in business. In 1879, Frances E. Willard became the head of the Woman's Christian Temperance Union. Carrie Nation and her home defenders army started closing saloons in Kansas but it too failed to change laws. By the turn of the 20th century, there were some 300,000 saloons in America. Saloons were not only social centers but places where you could look for jobs or learn to speak English. The Anti-Saloon league was the most successful pressure group in America and the most effective in making alcohol a wedge issue. The brewers fought back but the temperance movement continued to grow, leading to the passing of the 19th Amendment. 94 min.","â€¢149;A Nation of Scofflaws","With the passing of the 19th Amendment to the US Constitution, the federal government now passes legislation to enforce it. Known as the Volstead Act, the legislation forbids not only hard liquor but also beer and light wine which many legislators assumed would be exempted. Penalties as well were far harsher than many had expected. The ban on alcoholic beverages could not be complete as alcohol was required by many industrial processes, religious observances and for medicinal purposes. From the day the ban went into into effect,entrepreneurs found ways, some legal, most not - to get around the law. Rum running. became big business with schooners plying their trade on both the Pacific and Atlantic sides of the U.S. By the mid-1920s many people had come to the conclusion that prohibition was a mistake. Those who drank were drinking more and with no way for government to regulate the illegal industry, they were also drinking bad liquor. Criminal gangs sprang up across the country but Chicago became synonymous with vice and booze. 110 min.","â€¢149;A Nation of Hypocrites","By the mid-1920s, a great many people had become convinced that prohibition was a serious mistake. Al Smith was adamant that as President, he would repeal the 18th Amendment. While alcohol consumption continued to rise, nothing demonstrated the failure of prohibition as did the rise of organized crime and the man who became the poster boy for crime and bootlegging, Al Capone. Soon, Pauline Sabin organized a national movement to restore the legal sale of alcoholic beverages. By the time Franklin Delano Roosevelt was elected in 1932, beer was being sold and in less than a year, the 19th Amendment was repealed. 94 min.","The Twenties and Thirties","Documentary Works and Primary SourcesЖ","The 1920'sЖ"
"Prohibition: America on the Rocks","Looks at the history of America's drinking habits and the establishment and repeal of Prohibition, the ""Noble Experiment,"" by constitutional amendment from 1919 to 1933. The illegal production and distribution of liquor, or bootlegging, became rampant, with the rise of bootleggers and gangsters. It was repealed by the twenty-first Amendment. Features archival film footage with commentary by authors, academics and historians. Supplementary short issued with: The Adventures of young Indiana Jones. 2007. 33 min. ","Ѭ href=""http://oskicat.berkeley.edu/search~S1?/eDVD+X235"">DVD X235Ж","The Twenties and Thirties","Documentary Works and Primary SourcesЖ","The 1920'sЖ"
"Prohibition Newsreels","Producer, William Randolph Hearst: Capital stirred by biggest hooch raid (1923); Behind the scenes with the bootleggers (1926); More bad news for the thirsty (1930); Hoover Board's Dry Law report stirs nation (1931); Some opinions on Hoover Board's Dry Law report (1931); Dry agents still on the job (1932); First repeal gin shipped (1933); Repeal brings wet flood! (1933) (13 min.) Included on Treasures from American Film Archives III. ","Ѭ href=""http://oskicat.berkeley.edu/search~S1?/eDVD+8670"">DVD 8670Ж","The Twenties and Thirties","Documentary Works and Primary SourcesЖ","The 1920'sЖ"
"Robert Benchley and the Knights of the Algonquin.","This special collection of rare short films pays homage to the great American satirist Robert Benchley and two other witty literati who shared his company at the Hotel Algonquin's legendary round table and personified the sophisticated literary scene of New York in the 1920's and 1930's.
The witness / directed by Leslie Roush ; photographed by William Steiner (1941) -- The trouble with husbands / directed by Leslie Roush ; photographed by William Steiner (1940) -- The man's angle / directed by Leslie Roush ; photographed by William Steiner (1942)-- Mr. W's little game / directed by Lynn Shores (1934) -- The treasurer's report / directed by Thomas Chalmers (1928) -- Traffic regulations (1929) -- Sex life of a polyp (1928) -- Humorous flights / directed by Fred Fleck (1929) -- Crime control / produced and directed by Leslie Roush ; photographed by William Steiner. Robert Blauvelt (1941). 86 min. ; ","Ѭ href=""http://oskicat.berkeley.edu/search~S1?/eDVD+X3301"">DVD X3301Ж, Ѭ href=""http://oskicat.berkeley.edu/search~S1?/evhs+999:3224"">vhs 999:3224Ж","The Twenties and Thirties","Documentary Works and Primary SourcesЖ","The 1920'sЖ"
"Sacco and Vanzetti(2004)","Tony Shalhoub (voice of Nicola Sacco), John Turturro (voice of Bartolomeo Vanzetti). Examines the case of Nicola Sacco and Bartolomeo Vanzetti through archival film, music, poetry and excerpts from the 1971 feature film. Also includes interviews with historians, artists and activists as well as readings from the prison diaries of the two defendants. The many personalities involved in these historic events including the judge, the attorneys, the Italian anarchist movement and the Communist Party are examined within the period's political context, especiallly the notorious ""Red scare,"" of the 1920's which led to the arrest and deportation of thousands of immigrants. Directed by Peter Miller. 2006. 81 min. ","Ѭ href=""http://oskicat.berkeley.edu/search~S1?/eDVD+6486"">DVD 6486Ж","The Twenties and Thirties","Documentary Works and Primary SourcesЖ","The 1920'sЖ"
"Related web sites:","â€¢149;Ѭ href=""http://www.frif.com/new2006/sac.html"">Description from First Run Icarus catalogЖ","The Twenties and Thirties","Documentary Works and Primary SourcesЖ","The 1920'sЖ"
"The Ten Year Lunch: The Wit and Legend of the Algonquin Round Table.","From 1919 to 1929 in New York City's Algonquin Hotel, a group of poets, novelists, playwrites, critics, humorists and editors met each day to exchange opinions, gossip and the most cutting wit of the day. 60 min. 
","Ѭ href=""http://oskicat.berkeley.edu/search~S1?/eVideo%2FC+1827"">Video/C 1827Ж","The Twenties and Thirties","Documentary Works and Primary SourcesЖ","The 1920'sЖ"
"Top Hat & Tales: Harold Ross and the Making of the New Yorker","This documentary shows how Harold Ross, a high school dropout and miner's son from Colorado, started the sophisticated New Yorker magazine in 1925 by masterfully capturing the Jazz Age spirit, Broadway glamour and ultradry wit. Incorporating a rich array of film clips from the 20's and 30's -- speakeasies, jazz bands, rising skyscrapers -- this film reflects a dazzling Manhattan evoking an image of a metropolis that still glitters. Includes interviews with current and former New Yorker staffers. 2001. 47 min.  [preservation copy] 
","Ѭ href=""http://oskicat.berkeley.edu/search~S1?/eDVD+7109"">DVD 7109Ж, Ѭ href=""http://oskicat.berkeley.edu/search~S1?/eVideo%2FC+8492"">Video/C 8492Ж","The Twenties and Thirties","Documentary Works and Primary SourcesЖ","The 1920'sЖ"
"The Twenties. (A Walk Through the 20th Century with Bill Moyers)","Usually seen as an age of speakeasies, flappers and high living, the 1920's also saw millions of workers struggling for better wages. This program explores this decade when old America was vanishing and a new urban nation was being formed. Includes reminiscences of Americans who lived during this period. 58 min. ","Ѭ href=""http://oskicat.berkeley.edu/search~S1?/eVideo%2FC+807"">Video/C 807Ж","The Twenties and Thirties","Documentary Works and Primary SourcesЖ","The 1920'sЖ"
"The Twenties.","Documents the decade of social change and exuberance that followed World War I. Describes the conflict between those who accepted the complexity of the twentieth century and tried to cope with it, and those who rejected the new and tried to live according to past values. ","Ѭ href=""http://oskicat.berkeley.edu/search~S1?/eDVD+X3544"">DVD X3544Ж","The Twenties and Thirties","Documentary Works and Primary SourcesЖ","The 1920'sЖ"
"The Twentieth Century: A Moving Visual History: The 1920s","Brings the 20th century back to life through narration, rare photographs and stunning footage. A decade of contradictions: ""The Roaring Twenties,"" as they are known, see a major polarization of people around the world --people who embrace change, and those who fear it. Milestones include: prohibition leads to bootlegging and organized crime; African-American culture accelerates and membership in the KKK reaches an all-time high; Stalin and Mussolini gain power as America turns its back on international affairs; American cities boom while agriculture lags; and big spending and overproduction lead to the stock market crash. ","Ѭ href=""http://oskicat.berkeley.edu/search~S1?/eDVD+X3170"">DVD X3170Ж","The Twenties and Thirties","Documentary Works and Primary SourcesЖ","The 1920'sЖ"
"Village Radicals, New Americans, Boom, and Crash","This program examines the cultural changes of the early 20th century using theater as a mirror, to reveal the ongoing development of American culture and society's artistic aspirations. Through archival footage and expert interviews this film examines topics such as the impact of immigrants in drama; the blossoming of ethnic theater; the role of the American Laboratory Theatre; the influence of the Greenwich Village Theatre and the Provincetown Players; and the works of Eugene O'Neill. c1999. 30 min. ","Ѭ href=""http://oskicat.berkeley.edu/search~S1?/eVideo%2FC+7018"">Video/C 7018Ж","The Twenties and Thirties","Documentary Works and Primary SourcesЖ","The 1920'sЖ"
"Witness to History: Days That Shook the World : 1920-1929","Part of a documentary series covering milestones of the 20th century including political turmoil, the horrors of war, medical, scientific and technological advances and social upheaval that made this century. Part three covers key events in the decade of 1920-1929.
Contents: 1920-1929: Introduction -- January 16, 1920 - Alcohol Banned in the U.S. -- August 26, 1920 - Women Win the Right to Vote in the U.S. -- November 2,1920 - The Birth of Radio -- December 7, 1921 - Irish Free State Established-- October 30, 1922 - Mussolini & Fascists Take Over Italy -- September 1, 1923 - Earthquake Kills Over 300,000 in Japan -- January 21,1924 -Vladimir Lenin Dies -- January 27,1926 - First Liquid Fuel Rocket Launch -- May 20,1927 - Lindbergh Flies Solo Across the Atlantic -- October 6,1927 - The First ""Talking"" Movie -- September 15,1928 - Penicillin Discovered -- October 24,1929 -""Black Thursday"" The Stock Market Crashes -- Epilogue. 30 min. ","Ѭ href=""http://oskicat.berkeley.edu/search~S1?/eVideo%2FC+8790"">Video/C 8790Ж","The Twenties and Thirties","Documentary Works and Primary SourcesЖ","The 1920'sЖ"
"Wonderful Nonsense: The Algonquin Round Table","The Algonquin Round Table was a celebrated group of New York City writers, critics, actors and wits who met daily for lunch to engaged in wisecracks, wordplay and witticisms that, through the newspaper columns of Round Table members, were disseminated across the country. In its ten years of association the organization included many influential names in early twentieth century America. Features archival film footage with commentary by authors, academics and historians.. Supplementary short issued with: The Adventures of young Indiana Jones. 2007. 26 min. ","Ѭ href=""http://oskicat.berkeley.edu/search~S1?/eDVD+X235"">DVD X235Ж","The Twenties and Thirties","Documentary Works and Primary SourcesЖ","The 1920'sЖ"
"The Years of Jazz: 1918-1928(Our Century series)","This segment documents events from 1918 to 1928. After the war Europe is torn apart but the desire to live and to reject old values seizes hold of the survivors. The roaring twenties become a worldwide phenomenon as the world dances to the rhythm of jazz. Contents: Lust for life: restoration and recreation in Europe -- Roaring 20s: Prohibition, advances in agriculture -- That's entertainment: Motion picture industry, movie stars tour Europe, First meeting of the Society of Nations -- Troubles: Violence in Ireland, royalty become figureheads, poverty in Russia, boarders of middle European countries reshaped. -- Sports: Olympic games, acceptance of women into the games, women in sports -- Aviation: Airplanes, zeppelins, Charles Lindberg flight -- Mixed media: Advances in newspapers, radio and musical reviews with Josephine Baker and the Ziegfield follies, advertising in Europe, architecture and fashions in Europe, liberated women of Europe, jazz, sports cards, cruise ships and tourism -- Colonial causes: Rebellion in the colonies, expeditions to the Poles, Refugees, political unrest in Germany and France. 52 min. ","Ѭ href=""http://oskicat.berkeley.edu/search~S1?/eDVD+X1250"">DVD X1250Ж","The Twenties and Thirties","Documentary Works and Primary SourcesЖ","The 1920'sЖ"
"See also the following MRC Videographies:
","â€¢149;Ѭ href=""http://www.lib.berkeley.edu/MRC/documentaryclassics.html#british"">Films of the British Documentary MovementЖ","â€¢149; Ѭ href=""http://www.lib.berkeley.edu/MRC/documentaryclassics.html#nykino"">Film & Photo League / Nykino / Frontier FilmsЖ","â€¢149;Ѭ href=""http://www.lib.berkeley.edu/MRC/documentaryclassics.html#nykino"">ЖѬ href=""http://www.lib.berkeley.edu/MRC/EuroVid.html#civilwar"">Spanish Civil War documentariesЖ","The Twenties and Thirties","Documentary Works and Primary SourcesЖ","The 1930'sЖ"
